Gene	log2FC	P.Value	adj.P.Val	n
AC005840.1	0.621700596305353	0.415436704653281	NA	16
OR7D4	0.934899573787806	0.41545946690989	NA	16
LINC01592	-0.430802138435797	0.415475368777188	0.935129843029322	16
AC026624.1	0.416546042106242	0.415543534499525	NA	16
AC018766.1	0.314782382078614	0.41558371667854	0.935129843029322	16
AC007601.1	-0.157123249320425	0.415590236074913	0.935129843029322	16
SYMPK	0.0787553089252252	0.41559760436569	0.935129843029322	16
LINC02366	1.00299915765133	0.415645172818627	NA	16
AC010181.1	-0.495873702758769	0.415647826025727	0.935129843029322	16
AC004597.1	1.09748739421639	0.415654888405943	NA	16
RIOK2	-0.0654580500038614	0.415700980919931	0.935129843029322	16
LRRC4B	0.1808046084199	0.415704805831187	0.935129843029322	16
RN7SL87P	1.26746915740757	0.415743408145378	NA	16
TNFRSF10D	0.109253839046094	0.41579582358604	0.935129843029322	16
RHEB	0.0717238565557868	0.415826665895143	0.935129843029322	16
MIR9-3HG	0.326284345868293	0.415874439458738	0.935129843029322	16
SMC6	0.0757501126373635	0.415927797729043	0.935129843029322	16
COL12A1	0.152573687945165	0.415939734939722	0.935129843029322	16
ICMT	-0.0426771442945773	0.415944212693589	0.935129843029322	16
LINC00237	0.642913422776942	0.415944260819151	NA	16
TTLL1	0.0941752259682801	0.415948934330806	0.935129843029322	16
SUCLG2-AS1	-0.0762975550802752	0.41596044456615	0.935129843029322	16
AC025442.2	0.173412761701938	0.415970458536597	0.935129843029322	16
EIF5A	0.0717853272366486	0.415996117963317	0.935129843029322	16
SEPTIN7P8	0.630234875458823	0.416036555427105	NA	16
KCTD4	0.208784024872653	0.416044352832763	0.935129843029322	16
AC087763.1	0.753163085357812	0.41606513480872	NA	16
AC073046.1	0.18865843626358	0.416140810212954	0.935129843029322	16
NHEJ1	-0.0859450242999491	0.416147969578199	0.935129843029322	16
E2F1	0.145156838255541	0.416163459542945	0.935129843029322	16
LINC01503	0.216385586803925	0.41619050402147	0.935129843029322	16
AL121832.2	0.150564736011178	0.416194835770749	0.935129843029322	16
AP000692.1	-0.24377289653375	0.416243771840155	0.935129843029322	16
MSH2-OT1	-0.454612150718972	0.41625037447094	0.935129843029322	16
SNAP29	0.0659335156418522	0.416296668165081	0.935129843029322	16
AC079313.1	0.233474960903329	0.416323575173848	0.935129843029322	16
HNRNPA1P37	-0.652044136402096	0.416380638942418	NA	16
PGAM1P4	-0.419950073790188	0.416418563434751	NA	16
AC022400.5	0.341017227883823	0.416455751508655	0.935129843029322	16
RP11-1212A22.4	0.673486476021672	0.416486725117627	NA	16
AL512625.3	0.230108014301216	0.416496018679376	0.935129843029322	16
LINC01186	-0.141739020500439	0.416500992716695	0.935129843029322	16
AC087392.4	0.402789993070276	0.416509142794119	NA	16
PYCR3	0.0852917853065901	0.416513278992507	0.935129843029322	16
AC021078.1	-0.0769545929291395	0.416513930958246	0.935129843029322	16
AC064801.2	-0.132290705751047	0.416542211998729	0.935129843029322	16
H1-3	0.180220956950849	0.416553914302437	0.935129843029322	16
EIF1AXP2	-0.962875387964867	0.416618749868255	NA	16
TTC27	0.0702781470729854	0.416646043043623	0.935129843029322	16
F7	0.619349168717997	0.416702545342824	NA	16
AC104118.1	0.169535112887338	0.416759665595861	0.935129843029322	16
AL162430.2	0.375238691469248	0.416771101615004	NA	16
TTC28	-0.0679411514016386	0.416784987700876	0.935129843029322	16
SRSF5	-0.0629808620947611	0.416797295916721	0.935129843029322	16
TRAT1	0.302205617223777	0.41680799410815	0.935129843029322	16
OR2L3	-0.851077724022925	0.416825768885215	NA	16
SUMO4	-0.17261261135363	0.416847492359315	0.935129843029322	16
USP25	-0.0507355838209878	0.416879842943514	0.935129843029322	16
AL645929.2	-0.326745765474365	0.416879912101632	0.935129843029322	16
AC027348.1	-0.211984364892262	0.416884227340035	0.935129843029322	16
EEF1A1P22	0.437153330734066	0.416889113877018	0.935129843029322	16
AC016821.1	-0.233809637252841	0.416934373438838	0.935129843029322	16
LINC00954	0.162981788224877	0.416936278788074	0.935129843029322	16
AC005230.1	-0.272847988776269	0.416939872035167	0.935129843029322	16
INPP4B	0.158739040532696	0.416969086580434	0.935129843029322	16
MIR1972-1	-0.512381833054553	0.416975985370981	NA	16
Z97192.1	0.322418320634848	0.416990031030114	0.935129843029322	16
AL365502.1	-0.627606039413266	0.417045487458629	NA	16
AC009779.3	-0.0843032385814435	0.417067633801137	0.935129843029322	16
RN7SL344P	-0.315597505436716	0.417099526012929	0.935129843029322	16
AC018398.2	0.195419701299546	0.41709996093708	0.935129843029322	16
FAM86KP	-0.705419894017457	0.417106783065466	NA	16
TXNDC11	0.0516666967330315	0.417147857742774	0.935129843029322	16
SNORD105	0.586169402330294	0.417166296023209	NA	16
PLAC9P1	-0.83727703735746	0.417182433771732	NA	16
TARS3	-0.0636093375777649	0.417194120858822	0.935129843029322	16
CEP20	-0.0940641846167834	0.417205757832873	0.935129843029322	16
AC040168.2	-1.25522458413055	0.417241521716004	NA	16
JTBP1	-0.356964687946978	0.417273907082074	0.935129843029322	16
BCO1	-0.758072128672504	0.417330543335564	NA	16
AC092979.1	-0.955366954059194	0.417355419566917	NA	16
TLL2	0.662721083178871	0.417406449478903	NA	16
AL450124.1	0.812344391851846	0.41742122084412	NA	16
AL162713.2	-0.359671073496717	0.417451173905498	NA	16
DPY19L1	0.105590816879096	0.417478974358324	0.935129843029322	16
LST1	0.21333777187725	0.417504268884327	0.935129843029322	16
MYH14	-0.0821874215215379	0.417528043611336	0.935129843029322	16
LRRC9	-0.238118455803395	0.417546818178956	0.935129843029322	16
LINC02094	1.12092765129581	0.417554307713481	NA	16
RPSAP12	-1.21645361988497	0.417567575883594	NA	16
PPEF1	-0.546405999523223	0.417597477469298	NA	16
PRELID3BP6	0.929528693586198	0.417605025875337	NA	16
ATP13A4	-0.282952880842563	0.4176176284549	0.935129843029322	16
AL162464.2	-1.24414479534685	0.41767278628154	NA	16
AL513008.1	-0.293642484723726	0.417690372086884	0.935129843029322	16
POLA1	-0.0629331426083604	0.417698786249957	0.935129843029322	16
AP001282.1	0.474117992188253	0.417727526753978	NA	16
CIAO2B	0.0870824909995633	0.417747578247528	0.935129843029322	16
MAK16	0.0834403254973751	0.417789399069073	0.935129843029322	16
MIR4723	0.680029694672063	0.41779774297873	NA	16
AC106754.1	-1.12568270285092	0.417832631188475	NA	16
CYP2C8	-0.278448680963474	0.417847351579048	0.935129843029322	16
ALDH9A1	-0.0874472248209008	0.417857143933216	0.935129843029322	16
TSTD2	-0.0511701014450285	0.417952516476424	0.935129843029322	16
AC132008.2	-0.0968099264927014	0.417955314085753	0.935129843029322	16
LINC02853	1.23129818692431	0.417982519147783	NA	16
CEP19	-0.144619760135609	0.417999546362582	0.935129843029322	16
RNU6-762P	0.485898316364741	0.418006330683501	NA	16
DPAGT1	0.0687603557029851	0.41800676772245	0.935129843029322	16
OSM	0.349530959408782	0.418026363353448	0.935129843029322	16
KCTD11	-0.071600111561642	0.418058203519554	0.935129843029322	16
CXCL12	0.0976589068271688	0.418075588787958	0.935129843029322	16
AL355810.1	1.24947027466978	0.418105887615594	NA	16
SLC36A4	0.126800590712197	0.418106216405369	0.935129843029322	16
LINC00866	-1.13667578477862	0.418111068527516	NA	16
AC007191.1	-0.144028625770631	0.418132647504255	0.935129843029322	16
MST1	0.114101373474391	0.418145019210884	0.935129843029322	16
RNU6-809P	1.09884250441541	0.418184690065894	NA	16
UTP15	-0.0751540753301616	0.418185607151645	0.935129843029322	16
AL162578.1	0.201061011265224	0.418237753625046	0.935129843029322	16
AC108053.1	0.15683025829578	0.418269189581926	0.935129843029322	16
MATN1-AS1	0.161271089170882	0.418314433483507	0.935129843029322	16
LINC01019	-0.980399652532647	0.418326752994473	NA	16
SYNC	-0.17832365759774	0.418336245036843	0.935129843029322	16
TRPV4	0.218547252265772	0.418352525342102	0.935129843029322	16
RANP5	-1.65526443119772	0.418370988393398	NA	16
TXK	0.167438866925601	0.418391024556901	0.935129843029322	16
AC009802.1	0.329215281226365	0.418397601682105	0.935129843029322	16
CUX1	0.0533822809261512	0.418402212034486	0.935129843029322	16
AC005480.2	1.09610165969463	0.41843454840993	NA	16
MAGEB17	-1.00206024489457	0.41846757056307	NA	16
ABCA3	-0.0871775345112672	0.418475203669642	0.935129843029322	16
AP001033.2	0.243103158862352	0.418479968120982	0.935129843029322	16
AL451006.1	1.25249099326917	0.4184826951377	NA	16
AL356123.2	-0.535713272250011	0.418486276415614	NA	16
RNU6ATAC4P	-1.01804989695655	0.418488322600455	NA	16
MRPL45P2	-0.144989941374978	0.418493100355883	0.935129843029322	16
AC087439.2	1.10889056681367	0.41850829676638	NA	16
EME1	0.176854451211671	0.418587436281296	0.935129843029322	16
OGFRP1	0.139241292598938	0.418591400452061	0.935129843029322	16
BTF3L4P4	0.499571141142143	0.418619083948243	NA	16
AC021231.3	-0.542103086238956	0.418646103022456	NA	16
KLHL22-IT1	-0.458490271739125	0.418669785441087	NA	16
PHC2-AS1	0.457207528061186	0.418709548446026	NA	16
SSTR3	-0.763753375198345	0.418714927661875	NA	16
EXD2	0.0441288871112258	0.418765813389719	0.935129843029322	16
RASSF7	0.153978214935261	0.418766176137569	0.935129843029322	16
ITGA6	0.118513092161095	0.418772014076857	0.935129843029322	16
UBE2J1	0.0757136587862027	0.418783472273071	0.935129843029322	16
NUP85	0.054688506557562	0.418838681658907	0.935129843029322	16
PPFIA2	-0.220807128403137	0.418854432163802	0.935129843029322	16
RNA5SP88	0.393865385170341	0.418858839159966	NA	16
VPS37D	-0.172561424269866	0.418911063810195	0.935129843029322	16
GTF2IP20	-0.116759578629413	0.418928456120535	0.935129843029322	16
AC087793.1	0.708807060449752	0.418945639685532	NA	16
PIGFP2	0.262374358094526	0.418953115471708	0.935129843029322	16
AC092718.5	0.495360996647866	0.418955063084365	NA	16
AC098850.3	-0.458264829180776	0.418990500372555	0.935129843029322	16
PDK4	-0.109423216146132	0.419011204229807	0.935129843029322	16
JAG2	0.124353191455631	0.41902154733722	0.935129843029322	16
C16orf95	-0.304474143048167	0.419032754687276	0.935129843029322	16
SF3B3	-0.037252723115884	0.419046624456735	0.935129843029322	16
CD22	-0.199753379595351	0.419086585786289	0.935129843029322	16
AC091588.3	1.00816468313211	0.419090816510332	NA	16
PF4V1	-0.653156130217595	0.419097317120144	0.935129843029322	16
VPS35	-0.0476772960661984	0.41915339131015	0.935129843029322	16
CNTN5	-0.924154574430629	0.419158796088689	NA	16
GEMIN8P1	-1.24641474488165	0.419207197770262	NA	16
BX322635.1	-0.543105720363232	0.41923327444554	NA	16
AC087481.1	0.808708666319991	0.419276827165284	NA	16
RN7SL297P	0.374902534320626	0.419278682635838	0.935129843029322	16
VPS51	0.0936066885126365	0.419288759335304	0.935129843029322	16
FRMD6	-0.109016842885541	0.419317988788205	0.935129843029322	16
AL135787.1	-0.714607845824872	0.419366328769216	NA	16
NIP7P2	-1.25296119584749	0.419366487876341	NA	16
AP002851.1	0.296273861555669	0.419375561465403	0.935129843029322	16
LCAL1	-0.450712745040505	0.419378630029051	0.935129843029322	16
AL158847.1	-0.665266922123327	0.419389671611746	NA	16
KLHL33	-0.231641715658909	0.419392657380117	0.935129843029322	16
DENND1B	0.0903322994135856	0.41939633694417	0.935129843029322	16
AC104423.1	0.223960519439897	0.419466059979144	0.935129843029322	16
PIGV	-0.0623209384553188	0.419478863269465	0.935129843029322	16
KANSL1L-AS1	-0.102248085085913	0.419488097045726	0.935129843029322	16
RSBN1L	-0.0629442228853383	0.419499442249366	0.935129843029322	16
AC002458.1	0.256845701736015	0.419499469895964	0.935129843029322	16
POLR2CP1	-0.368911440722437	0.419589071570402	0.935129843029322	16
OLFM2	-0.206709290005477	0.419601196504456	0.935129843029322	16
AC120498.3	0.706320788375879	0.419673138471201	NA	16
EDF1	0.0571792425399459	0.419680070475627	0.935129843029322	16
CADM2	-0.163714262338208	0.419698375467179	0.935129843029322	16
IER3-AS1	1.01642588481114	0.419704872058751	NA	16
AC099336.2	-0.498035727928776	0.419746570948021	NA	16
AC134312.4	-0.505868216310645	0.419761341815311	NA	16
PHF12	0.0682170019947456	0.419795420638245	0.935129843029322	16
KBTBD11	0.164616814064371	0.419801687008645	0.935129843029322	16
THUMPD3-AS1	-0.0744940452225339	0.419818496286872	0.935129843029322	16
FAM222A-AS1	-0.254717738744099	0.419820520581863	0.935129843029322	16
YWHABP2	0.225422586503216	0.419829099057227	0.935129843029322	16
LIMS1-AS1	-0.390954318484571	0.419852573050816	0.935129843029322	16
NPR3	-0.140208510669285	0.419863370684046	0.935129843029322	16
LINC02790	0.379874171192769	0.41991076828405	0.935129843029322	16
AC013437.1	0.332185017466465	0.419974089103667	0.935129843029322	16
RPL34-DT	0.381962125076205	0.419994892745242	0.935129843029322	16
DENND6A-AS1	0.306063359735862	0.420028342028788	0.935129843029322	16
MDGA1	0.32906039345994	0.420035487170684	0.935129843029322	16
AL445423.1	-0.271167156521159	0.420039635025958	0.935129843029322	16
CPVL	0.224498931233389	0.420042677083882	0.935129843029322	16
AC069431.2	-0.17216699593542	0.420101821404713	0.935175461205584	16
PRXL2AP1	-0.33573639289767	0.420157194476056	NA	16
AC037479.1	-0.336488651891007	0.420158208967291	0.935175461205584	16
AL137026.3	-0.232904328404496	0.420177181252852	0.935175461205584	16
RN7SL321P	-0.624124103568475	0.420178598347309	NA	16
RBM45	-0.0609808564837996	0.420218206925286	0.935182184843132	16
PPIEL	-0.0991189115614053	0.420294430477628	0.935267231937329	16
AC105180.1	1.24694128620933	0.420323141304553	NA	16
LAMP2	0.087487950790502	0.420361204223306	0.935327025676199	16
PPIAP90	-0.236751658221549	0.420397322061965	0.935327025676199	16
ATP5MFP6	0.409343961797895	0.420403148847829	NA	16
RNA5SP279	-0.487561409958167	0.420413657973698	NA	16
RN7SL716P	0.584321643845435	0.420460384265602	NA	16
AC008267.6	-0.971086459005809	0.420472048506166	NA	16
BARX1	1.42485982431545	0.420488519327959	NA	16
AP001178.2	-0.374535770565442	0.42049333561214	0.935425795440024	16
CKS1BP1	-0.775945604450353	0.420531995618025	NA	16
AL392048.1	-0.398600941284369	0.420540737401399	NA	16
NXT1-AS1	0.611987224559656	0.420554429368244	NA	16
VN1R42P	0.283075788909243	0.420611257841828	0.935425795440024	16
PDCD1LG2	0.120555002227772	0.420624952400896	0.935425795440024	16
LINC02551	0.266275242692344	0.420635621179203	0.935425795440024	16
AC005343.4	-0.160365784225806	0.420674464441419	0.935425795440024	16
CEACAMP3	1.21135854450656	0.420679231241096	NA	16
RPL34P6	0.399235968791708	0.42068956944087	NA	16
BNIP3P9	-0.994985265302159	0.420703161048479	NA	16
PPIAP19	-0.232239472318587	0.420733400165836	0.935425795440024	16
RN7SL758P	1.11933100140677	0.420748452469174	NA	16
PRRG3	-0.214005421497363	0.420790677695754	0.935425795440024	16
AC123567.1	-1.09322540304511	0.420823712267972	NA	16
HSPA4	-0.0475210583718148	0.42083404343659	0.935425795440024	16
AC090241.2	-0.17598201537692	0.420885240014983	0.935425795440024	16
TSHZ1	-0.0642454305509116	0.420908726275462	0.935425795440024	16
AP003084.1	-0.150051138206172	0.420924685038438	0.935425795440024	16
WSB2	0.0618737904109924	0.420939690186133	0.935425795440024	16
USP32P3	-0.266550611505412	0.420968657724741	0.935425795440024	16
BICDL2	-0.661703044579603	0.420972412361447	NA	16
HIF1AN	-0.0489236450724449	0.421009994383903	0.935425795440024	16
RPL13P5	0.134273882658968	0.421033821022166	0.935425795440024	16
RTEL1-TNFRSF6B	-1.10103220260242	0.421048961249536	NA	16
ALOX5AP	0.196193410285258	0.421049949619771	0.935425795440024	16
AC004692.2	-1.21977139441505	0.421056915083589	NA	16
TMIGD2	0.309166885714283	0.421119084485395	0.935494927501318	16
MTHFD2P1	1.00247984879558	0.421197027529693	NA	16
KIFC2	0.0927428833728478	0.421220299604539	0.935551573032697	16
AK4P3	-0.842571026354663	0.421225705727513	NA	16
TMEM147-AS1	-0.101561326979639	0.421237998405925	0.935551573032697	16
AC115621.1	-0.160067261857425	0.421258643036627	0.935551573032697	16
AL135926.2	1.21939702121446	0.421308093670693	NA	16
PRPF39	-0.053593702785703	0.421396465704885	0.935573985765642	16
AC124319.3	0.159916429974207	0.421413577228145	0.935573985765642	16
ST7-AS1	-0.173179252079415	0.42142574130838	0.935573985765642	16
AC026367.1	-0.365606118332451	0.421453557048448	NA	16
HEY1	0.158271811832007	0.421481361014646	0.935573985765642	16
AC008147.2	-0.116443023295211	0.421483640344056	0.935573985765642	16
POLR2KP2	-1.00786650428536	0.421560209702778	NA	16
AC099398.1	-0.880582379575771	0.42158276476682	NA	16
ADAT1	0.077537054784481	0.421597508659396	0.935573985765642	16
Z97634.1	-0.244803179443785	0.421632103213547	0.935573985765642	16
LINC01979	-0.683937126421085	0.421670431571037	NA	16
AL357079.2	0.393561286134049	0.421694132275878	NA	16
AL158166.2	0.285966322903412	0.421701564160508	0.935573985765642	16
SLC22A11	0.739467722306098	0.42172117984806	NA	16
PNPO	0.0581909971695547	0.421744345738674	0.935573985765642	16
LINC00412	0.253642904871802	0.421749030775593	0.935573985765642	16
GDNF-AS1	0.647040223961823	0.421768769392512	NA	16
HELZ2	0.105549962264364	0.421799339758348	0.935573985765642	16
RNU1-67P	0.318824522103621	0.421808122109574	0.935573985765642	16
RNF128	-0.283657465779304	0.421809114488038	0.935573985765642	16
AC004877.2	-0.245354418131308	0.42182942380054	0.935573985765642	16
IRF1	0.124444139375849	0.421839044664925	0.935573985765642	16
SEC14L4	0.69901996743122	0.42186864512335	NA	16
RPS26P55	1.17192974641538	0.421911525198694	NA	16
AL513327.2	0.238410852005996	0.421926216275645	0.935603487770273	16
FLCN	-0.0724122403194981	0.421962194938614	0.935603487770273	16
AL031733.1	1.00125775706722	0.421971204360033	NA	16
AC006435.2	0.13002886208236	0.421994003214732	0.935603487770273	16
H2AC12	0.123451603294174	0.422063783102689	0.935603487770273	16
AL589666.2	-0.25527211720018	0.42206606766673	0.935603487770273	16
FBXO25	-0.0525610966184824	0.422080477820856	0.935603487770273	16
HMGB1P21	-0.243027390282956	0.422119570701628	0.935605861669515	16
KEL	-0.354123346793413	0.422246209509862	0.935658866394911	16
PDE1B	-0.0998070874968582	0.422254102822661	0.935658866394911	16
AC009686.1	0.879341026934533	0.422272529953785	NA	16
ZNF385D-AS2	-0.40760415204207	0.422295440783734	NA	16
ZNF32-AS3	-0.70474861784936	0.422331245927874	NA	16
AC079336.5	0.236912908764603	0.422349172559565	0.935658866394911	16
AC010326.4	-0.212769084400353	0.422355439593034	0.935658866394911	16
FAM136A	0.0566665845498813	0.422388571402609	0.935658866394911	16
RN7SL341P	1.43274411680413	0.422396628986545	NA	16
LINC02166	0.293640926321195	0.422443054197892	0.935658866394911	16
SDR42E2	0.229117146342407	0.422452572991393	0.935658866394911	16
AC110491.2	0.327242670660543	0.42246653298879	NA	16
AC068014.1	0.451312005966256	0.422473807680841	NA	16
SLC20A2	-0.0781694740423122	0.422517118568142	0.935658866394911	16
AC093817.2	0.972970399086059	0.42252228915187	NA	16
DYNC1I1	0.109882151073461	0.422528742448577	0.935658866394911	16
AC063919.2	0.506447214873982	0.422572234823782	NA	16
